,image,binary_NOK,multi-label_double_winding,multi-label_gap,multi-label_crossing,CoilNumber
1084,Spule003_Image0125.jpg,0,0,0,0,3
1085,Spule003_Image0126.jpg,0,0,0,0,3
1086,Spule003_Image0127.jpg,1,0,1,0,3
1087,Spule003_Image0128.jpg,1,0,1,0,3
1088,Spule003_Image0129.jpg,0,0,0,0,3
1089,Spule003_Image0130.jpg,0,0,0,0,3
1090,Spule003_Image0131.jpg,1,0,1,0,3
1091,Spule003_Image0132.jpg,1,0,1,0,3
1092,Spule003_Image0133.jpg,0,0,0,0,3
1093,Spule003_Image0134.jpg,0,0,0,0,3
1094,Spule003_Image0135.jpg,1,0,1,0,3
1095,Spule003_Image0136.jpg,1,0,1,0,3
1096,Spule003_Image0137.jpg,0,0,0,0,3
1097,Spule003_Image0138.jpg,0,0,0,0,3
1098,Spule003_Image0139.jpg,1,0,1,0,3
1099,Spule003_Image0140.jpg,1,0,1,0,3
1100,Spule003_Image0141.jpg,0,0,0,0,3
1101,Spule003_Image0142.jpg,0,0,0,0,3
1102,Spule003_Image0143.jpg,1,0,1,0,3
1103,Spule003_Image0144.jpg,1,0,1,0,3
1104,Spule003_Image0145.jpg,0,0,0,0,3
1105,Spule003_Image0146.jpg,0,0,0,0,3
1106,Spule003_Image0147.jpg,1,0,1,0,3
1107,Spule003_Image0148.jpg,1,0,1,0,3
1108,Spule003_Image0149.jpg,0,0,0,0,3
1109,Spule003_Image0150.jpg,0,0,0,0,3
1110,Spule003_Image0151.jpg,1,0,1,0,3
1111,Spule003_Image0152.jpg,1,0,1,0,3
1112,Spule003_Image0153.jpg,0,0,0,0,3
1113,Spule003_Image0154.jpg,0,0,0,0,3
1114,Spule003_Image0155.jpg,1,0,1,0,3
1115,Spule003_Image0156.jpg,1,0,1,0,3
1116,Spule003_Image0157.jpg,0,0,0,0,3
1117,Spule003_Image0158.jpg,0,0,0,0,3
1118,Spule003_Image0159.jpg,1,0,1,0,3
1119,Spule003_Image0160.jpg,1,0,1,0,3
1120,Spule003_Image0161.jpg,0,0,0,0,3
1121,Spule003_Image0162.jpg,0,0,0,0,3
1122,Spule003_Image0163.jpg,1,0,1,0,3
1123,Spule003_Image0164.jpg,1,0,1,0,3
1124,Spule003_Image0165.jpg,0,0,0,0,3
1125,Spule003_Image0166.jpg,0,0,0,0,3
1126,Spule003_Image0167.jpg,1,0,1,0,3
1127,Spule003_Image0168.jpg,1,0,1,0,3
1128,Spule003_Image0169.jpg,0,0,0,0,3
1129,Spule003_Image0170.jpg,0,0,0,0,3
1130,Spule003_Image0171.jpg,1,0,1,0,3
1131,Spule003_Image0172.jpg,1,0,1,0,3
1132,Spule003_Image0173.jpg,0,0,0,0,3
1133,Spule003_Image0174.jpg,0,0,0,0,3
1134,Spule003_Image0175.jpg,1,0,1,0,3
1135,Spule003_Image0176.jpg,1,0,1,0,3
1136,Spule003_Image0177.jpg,0,0,0,0,3
1137,Spule003_Image0178.jpg,0,0,0,0,3
1138,Spule003_Image0179.jpg,1,0,1,0,3
1139,Spule003_Image0180.jpg,1,0,1,0,3
1140,Spule003_Image0181.jpg,0,0,0,0,3
1141,Spule003_Image0182.jpg,0,0,0,0,3
1142,Spule003_Image0183.jpg,1,0,1,0,3
1143,Spule003_Image0184.jpg,1,0,1,0,3
1144,Spule003_Image0185.jpg,0,0,0,0,3
1145,Spule003_Image0186.jpg,0,0,0,0,3
1146,Spule003_Image0187.jpg,1,0,1,0,3
1147,Spule003_Image0188.jpg,1,0,1,0,3
1148,Spule003_Image0189.jpg,0,0,0,0,3
1149,Spule003_Image0190.jpg,0,0,0,0,3
1150,Spule003_Image0191.jpg,1,0,1,0,3
1151,Spule003_Image0192.jpg,1,0,1,0,3
1152,Spule003_Image0193.jpg,0,0,0,0,3
1153,Spule003_Image0194.jpg,0,0,0,0,3
1154,Spule003_Image0195.jpg,1,0,1,0,3
1155,Spule003_Image0196.jpg,1,0,1,0,3
1156,Spule003_Image0197.jpg,1,0,1,0,3
1157,Spule003_Image0198.jpg,0,0,0,0,3
1158,Spule003_Image0199.jpg,1,0,1,0,3
1159,Spule003_Image0200.jpg,1,0,1,0,3
1160,Spule003_Image0201.jpg,0,0,0,0,3
1161,Spule003_Image0202.jpg,0,0,0,0,3
1162,Spule003_Image0203.jpg,1,0,1,0,3
1163,Spule003_Image0204.jpg,1,0,1,0,3
1164,Spule003_Image0205.jpg,0,0,0,0,3
1165,Spule003_Image0206.jpg,0,0,0,0,3
1166,Spule003_Image0207.jpg,1,0,1,0,3
1167,Spule003_Image0208.jpg,1,0,1,0,3
1168,Spule003_Image0209.jpg,0,0,0,0,3
1169,Spule003_Image0210.jpg,0,0,0,0,3
1170,Spule003_Image0211.jpg,1,0,1,0,3
1171,Spule003_Image0212.jpg,1,0,1,0,3
1172,Spule003_Image0213.jpg,0,0,0,0,3
1173,Spule003_Image0214.jpg,0,0,0,0,3
1174,Spule003_Image0215.jpg,1,0,1,0,3
1175,Spule003_Image0216.jpg,1,0,1,0,3
1176,Spule003_Image0217.jpg,0,0,0,0,3
1177,Spule003_Image0218.jpg,0,0,0,0,3
1178,Spule003_Image0219.jpg,1,0,1,0,3
1179,Spule003_Image0220.jpg,1,0,1,0,3
1180,Spule003_Image0221.jpg,0,0,0,0,3
1181,Spule003_Image0222.jpg,0,0,0,0,3
1182,Spule003_Image0223.jpg,1,0,1,0,3
1183,Spule003_Image0224.jpg,1,0,1,0,3
1184,Spule003_Image0225.jpg,0,0,0,0,3
1185,Spule003_Image0226.jpg,0,0,0,0,3
1186,Spule003_Image0227.jpg,1,0,1,0,3
1187,Spule003_Image0228.jpg,1,0,1,0,3
1188,Spule003_Image0229.jpg,0,0,0,0,3
1189,Spule003_Image0230.jpg,0,0,0,0,3
1190,Spule003_Image0231.jpg,1,0,1,0,3
1191,Spule003_Image0232.jpg,1,0,1,0,3
1192,Spule003_Image0233.jpg,0,0,0,0,3
1193,Spule003_Image0234.jpg,0,0,0,0,3
1194,Spule003_Image0235.jpg,1,0,1,0,3
1195,Spule003_Image0236.jpg,1,0,1,0,3
1196,Spule003_Image0237.jpg,0,0,0,0,3
1197,Spule003_Image0238.jpg,0,0,0,0,3
1198,Spule003_Image0239.jpg,1,0,1,0,3
1199,Spule003_Image0240.jpg,1,0,1,0,3
1200,Spule003_Image0241.jpg,0,0,0,0,3
1201,Spule003_Image0242.jpg,0,0,0,0,3
1202,Spule003_Image0243.jpg,1,0,1,0,3
1203,Spule003_Image0244.jpg,1,0,1,0,3
1204,Spule003_Image0245.jpg,0,0,0,0,3
1205,Spule003_Image0246.jpg,0,0,0,0,3
1206,Spule003_Image0247.jpg,1,0,1,0,3
1207,Spule003_Image0248.jpg,1,0,1,0,3
1208,Spule003_Image0249.jpg,0,0,0,0,3
1209,Spule003_Image0250.jpg,0,0,0,0,3
1210,Spule003_Image0251.jpg,1,0,1,0,3
1211,Spule003_Image0252.jpg,1,0,1,0,3
1212,Spule003_Image0253.jpg,0,0,0,0,3
1213,Spule003_Image0254.jpg,0,0,0,0,3
1214,Spule003_Image0255.jpg,1,0,1,0,3
1215,Spule003_Image0256.jpg,1,0,1,0,3
1216,Spule003_Image0257.jpg,0,0,0,0,3
1217,Spule003_Image0258.jpg,0,0,0,0,3
1218,Spule003_Image0259.jpg,1,0,1,0,3
1219,Spule003_Image0260.jpg,1,0,1,0,3
1220,Spule003_Image0261.jpg,0,0,0,0,3
1221,Spule003_Image0262.jpg,0,0,0,0,3
1222,Spule003_Image0263.jpg,1,0,1,0,3
1223,Spule003_Image0264.jpg,1,0,1,0,3
1224,Spule003_Image0265.jpg,0,0,0,0,3
1225,Spule003_Image0266.jpg,0,0,0,0,3
1226,Spule003_Image0267.jpg,1,0,1,0,3
1227,Spule003_Image0268.jpg,1,0,1,0,3
1228,Spule003_Image0269.jpg,0,0,0,0,3
1229,Spule003_Image0270.jpg,0,0,0,0,3
1230,Spule003_Image0271.jpg,1,0,1,0,3
1231,Spule003_Image0272.jpg,1,0,1,0,3
1232,Spule003_Image0273.jpg,0,0,0,0,3
1233,Spule003_Image0274.jpg,0,0,0,0,3
1234,Spule003_Image0275.jpg,1,0,1,0,3
1235,Spule003_Image0276.jpg,1,0,1,0,3
1236,Spule003_Image0277.jpg,0,0,0,0,3
1237,Spule003_Image0278.jpg,0,0,0,0,3
1238,Spule003_Image0279.jpg,1,0,1,0,3
1239,Spule003_Image0280.jpg,1,0,1,0,3
1240,Spule003_Image0281.jpg,0,0,0,0,3
1241,Spule003_Image0282.jpg,0,0,0,0,3
1242,Spule003_Image0283.jpg,1,0,1,0,3
1243,Spule003_Image0284.jpg,1,0,1,0,3
1244,Spule003_Image0285.jpg,0,0,0,0,3
1245,Spule003_Image0286.jpg,0,0,0,0,3
1246,Spule003_Image0287.jpg,1,0,1,0,3
1247,Spule003_Image0288.jpg,1,0,1,0,3
1248,Spule003_Image0289.jpg,0,0,0,0,3
1249,Spule003_Image0290.jpg,0,0,0,0,3
1250,Spule003_Image0291.jpg,1,0,0,1,3
1251,Spule003_Image0292.jpg,1,0,1,0,3
1252,Spule003_Image0293.jpg,0,0,0,0,3
1253,Spule003_Image0294.jpg,0,0,0,0,3
1254,Spule003_Image0295.jpg,1,0,1,0,3
1255,Spule003_Image0296.jpg,1,0,1,0,3
1256,Spule003_Image0297.jpg,0,0,0,0,3
1257,Spule003_Image0298.jpg,0,0,0,0,3
1258,Spule003_Image0299.jpg,1,0,1,0,3
1259,Spule003_Image0300.jpg,1,0,1,0,3
1260,Spule003_Image0301.jpg,0,0,0,0,3
1261,Spule003_Image0302.jpg,0,0,0,0,3
1262,Spule003_Image0303.jpg,1,0,1,0,3
1263,Spule003_Image0304.jpg,1,0,1,0,3
1264,Spule003_Image0305.jpg,0,0,0,0,3
1265,Spule003_Image0306.jpg,0,0,0,0,3
1266,Spule003_Image0307.jpg,1,0,1,0,3
1267,Spule003_Image0308.jpg,1,0,1,0,3
1268,Spule003_Image0309.jpg,0,0,0,0,3
1269,Spule003_Image0310.jpg,0,0,0,0,3
1270,Spule003_Image0311.jpg,1,0,1,0,3
1271,Spule003_Image0312.jpg,1,0,1,0,3
1272,Spule003_Image0313.jpg,0,0,0,0,3
1273,Spule003_Image0314.jpg,0,0,0,0,3
1274,Spule003_Image0315.jpg,1,0,1,0,3
1275,Spule003_Image0316.jpg,1,0,1,0,3
1276,Spule003_Image0317.jpg,0,0,0,0,3
1277,Spule003_Image0318.jpg,0,0,0,0,3
1278,Spule003_Image0319.jpg,1,0,1,0,3
1279,Spule003_Image0320.jpg,1,0,1,0,3
1280,Spule003_Image0321.jpg,0,0,0,0,3
1281,Spule003_Image0322.jpg,0,0,0,0,3
1282,Spule003_Image0323.jpg,1,0,1,0,3
1283,Spule003_Image0324.jpg,1,0,1,0,3
1284,Spule003_Image0325.jpg,0,0,0,0,3
1285,Spule003_Image0326.jpg,0,0,0,0,3
1286,Spule003_Image0327.jpg,1,0,1,0,3
1287,Spule003_Image0328.jpg,1,0,1,0,3
1288,Spule003_Image0329.jpg,0,0,0,0,3
1289,Spule003_Image0330.jpg,0,0,0,0,3
1290,Spule003_Image0331.jpg,1,0,1,0,3
1291,Spule003_Image0332.jpg,1,0,1,0,3
1292,Spule003_Image0333.jpg,0,0,0,0,3
1293,Spule003_Image0334.jpg,0,0,0,0,3
1294,Spule003_Image0335.jpg,1,0,1,0,3
1295,Spule003_Image0336.jpg,1,0,1,0,3
1296,Spule003_Image0337.jpg,0,0,0,0,3
1297,Spule003_Image0338.jpg,0,0,0,0,3
1298,Spule003_Image0339.jpg,1,0,1,0,3
1299,Spule003_Image0340.jpg,1,0,1,0,3
1300,Spule003_Image0341.jpg,0,0,0,0,3
1301,Spule003_Image0342.jpg,0,0,0,0,3
1302,Spule003_Image0343.jpg,1,0,1,0,3
1303,Spule003_Image0344.jpg,1,0,1,0,3
1304,Spule003_Image0345.jpg,0,0,0,0,3
1305,Spule003_Image0346.jpg,0,0,0,0,3
1306,Spule003_Image0347.jpg,1,0,1,0,3
1307,Spule003_Image0348.jpg,1,0,1,0,3
1308,Spule003_Image0349.jpg,0,0,0,0,3
1309,Spule003_Image0350.jpg,0,0,0,0,3
1310,Spule003_Image0351.jpg,1,0,1,0,3
1311,Spule003_Image0352.jpg,1,0,1,0,3
1312,Spule003_Image0353.jpg,0,0,0,0,3
1313,Spule003_Image0354.jpg,0,0,0,0,3
1314,Spule003_Image0355.jpg,1,0,1,0,3
1315,Spule003_Image0356.jpg,1,0,1,0,3
1316,Spule003_Image0357.jpg,0,0,0,0,3
1317,Spule003_Image0358.jpg,0,0,0,0,3
1318,Spule003_Image0359.jpg,1,0,1,0,3
1319,Spule003_Image0360.jpg,1,0,1,0,3
1320,Spule003_Image0361.jpg,0,0,0,0,3
1321,Spule003_Image0362.jpg,0,0,0,0,3
1322,Spule003_Image0363.jpg,1,0,1,0,3
1323,Spule003_Image0364.jpg,1,0,1,0,3
1324,Spule003_Image0365.jpg,0,0,0,0,3
1325,Spule003_Image0366.jpg,0,0,0,0,3
1326,Spule003_Image0367.jpg,1,0,1,0,3
1327,Spule003_Image0368.jpg,1,0,1,0,3
1328,Spule003_Image0369.jpg,0,0,0,0,3
1329,Spule003_Image0370.jpg,0,0,0,0,3
1330,Spule003_Image0371.jpg,1,0,1,0,3
1331,Spule003_Image0372.jpg,1,0,1,0,3
1332,Spule003_Image0373.jpg,0,0,0,0,3
1333,Spule003_Image0374.jpg,0,0,0,0,3
1334,Spule003_Image0375.jpg,1,0,1,0,3
1335,Spule003_Image0376.jpg,1,0,1,0,3
1336,Spule003_Image0377.jpg,0,0,0,0,3
1337,Spule003_Image0378.jpg,0,0,0,0,3
1338,Spule003_Image0379.jpg,1,0,1,0,3
1339,Spule003_Image0380.jpg,1,0,1,0,3
1340,Spule003_Image0381.jpg,0,0,0,0,3
1341,Spule003_Image0382.jpg,0,0,0,0,3
1342,Spule003_Image0383.jpg,1,0,1,0,3
1343,Spule003_Image0384.jpg,1,0,1,0,3
1344,Spule003_Image0385.jpg,0,0,0,0,3
1345,Spule003_Image0386.jpg,0,0,0,0,3
1346,Spule003_Image0387.jpg,1,0,1,0,3
1347,Spule003_Image0388.jpg,1,0,1,0,3
1348,Spule003_Image0389.jpg,0,0,0,0,3
1349,Spule003_Image0390.jpg,0,0,0,0,3
1350,Spule003_Image0391.jpg,1,0,1,0,3
1351,Spule003_Image0392.jpg,1,0,1,0,3
1352,Spule003_Image0393.jpg,0,0,0,0,3
1353,Spule003_Image0394.jpg,0,0,0,0,3
1354,Spule003_Image0395.jpg,1,0,1,0,3
1355,Spule003_Image0396.jpg,1,0,1,0,3
1356,Spule003_Image0397.jpg,0,0,0,0,3
1357,Spule003_Image0398.jpg,0,0,0,0,3
1358,Spule003_Image0399.jpg,1,0,1,0,3
1359,Spule003_Image0400.jpg,1,0,1,0,3
1360,Spule003_Image0401.jpg,0,0,0,0,3
1361,Spule003_Image0402.jpg,0,0,0,0,3
1362,Spule003_Image0403.jpg,1,0,1,0,3
1363,Spule003_Image0404.jpg,1,0,1,0,3
1364,Spule003_Image0405.jpg,0,0,0,0,3
1365,Spule003_Image0406.jpg,0,0,0,0,3
1366,Spule003_Image0407.jpg,1,0,1,0,3
1367,Spule003_Image0408.jpg,1,0,1,0,3
1368,Spule003_Image0409.jpg,0,0,0,0,3
1369,Spule003_Image0410.jpg,0,0,0,0,3
1370,Spule003_Image0411.jpg,1,0,1,0,3
1371,Spule003_Image0412.jpg,1,0,1,0,3
1372,Spule003_Image0413.jpg,0,0,0,0,3
1373,Spule003_Image0414.jpg,0,0,0,0,3
1374,Spule003_Image0415.jpg,1,0,1,0,3
1375,Spule003_Image0416.jpg,1,0,1,0,3
1376,Spule003_Image0417.jpg,0,0,0,0,3
1377,Spule003_Image0418.jpg,0,0,0,0,3
1378,Spule003_Image0419.jpg,1,0,1,0,3
1379,Spule003_Image0420.jpg,1,0,1,0,3
1380,Spule003_Image0421.jpg,0,0,0,0,3
1381,Spule003_Image0422.jpg,0,0,0,0,3
1382,Spule003_Image0423.jpg,1,0,1,0,3
1383,Spule003_Image0424.jpg,1,0,1,0,3
1384,Spule003_Image0425.jpg,0,0,0,0,3
1385,Spule003_Image0426.jpg,0,0,0,0,3
1386,Spule003_Image0427.jpg,1,0,1,0,3
1387,Spule003_Image0428.jpg,1,0,1,0,3
1388,Spule003_Image0429.jpg,0,0,0,0,3
1389,Spule003_Image0430.jpg,0,0,0,0,3
1390,Spule003_Image0431.jpg,1,0,1,0,3
1391,Spule003_Image0432.jpg,1,0,1,0,3
1392,Spule003_Image0433.jpg,0,0,0,0,3
1393,Spule003_Image0434.jpg,0,0,0,0,3
1394,Spule003_Image0435.jpg,1,0,1,0,3
1395,Spule003_Image0436.jpg,1,0,1,0,3
1396,Spule003_Image0437.jpg,0,0,0,0,3
1397,Spule003_Image0438.jpg,0,0,0,0,3
1398,Spule003_Image0439.jpg,1,0,1,0,3
1399,Spule003_Image0440.jpg,1,0,1,0,3
1400,Spule003_Image0441.jpg,0,0,0,0,3
1401,Spule003_Image0442.jpg,0,0,0,0,3
1402,Spule003_Image0443.jpg,1,0,1,0,3
1403,Spule003_Image0444.jpg,1,0,1,0,3
1404,Spule003_Image0445.jpg,0,0,0,0,3
1405,Spule003_Image0446.jpg,0,0,0,0,3
1406,Spule003_Image0447.jpg,1,0,1,0,3
1407,Spule003_Image0448.jpg,1,0,1,0,3
1408,Spule003_Image0449.jpg,0,0,0,0,3
1409,Spule003_Image0450.jpg,0,0,0,0,3
1410,Spule003_Image0451.jpg,1,0,1,0,3
1411,Spule003_Image0452.jpg,1,0,1,0,3
1412,Spule003_Image0453.jpg,0,0,0,0,3
1413,Spule003_Image0454.jpg,0,0,0,0,3
1414,Spule003_Image0455.jpg,1,0,1,0,3
1415,Spule003_Image0456.jpg,1,0,1,0,3
1416,Spule003_Image0457.jpg,0,0,0,0,3
1417,Spule003_Image0458.jpg,0,0,0,0,3
1418,Spule003_Image0459.jpg,1,0,1,0,3
1419,Spule003_Image0460.jpg,1,0,1,0,3
1420,Spule003_Image0461.jpg,1,0,1,0,3
1421,Spule003_Image0462.jpg,0,0,0,0,3
1422,Spule003_Image0463.jpg,1,0,1,0,3
1423,Spule003_Image0464.jpg,1,0,1,0,3
1424,Spule003_Image0465.jpg,1,0,1,0,3
1425,Spule003_Image0466.jpg,0,0,0,0,3
1426,Spule003_Image0467.jpg,1,0,1,0,3
1427,Spule003_Image0468.jpg,1,0,1,0,3
1428,Spule003_Image0469.jpg,1,0,1,0,3
1429,Spule003_Image0470.jpg,0,0,0,0,3
1430,Spule003_Image0471.jpg,1,0,1,0,3
1431,Spule003_Image0472.jpg,1,0,1,0,3
1432,Spule003_Image0473.jpg,1,0,1,0,3
1433,Spule003_Image0474.jpg,0,0,0,0,3
1434,Spule003_Image0475.jpg,1,0,1,0,3
1435,Spule003_Image0476.jpg,1,0,1,0,3
1436,Spule003_Image0477.jpg,1,0,1,0,3
1437,Spule003_Image0478.jpg,0,0,0,0,3
1438,Spule003_Image0479.jpg,1,0,1,0,3
1439,Spule003_Image0480.jpg,1,0,1,0,3
1440,Spule003_Image0481.jpg,1,0,1,0,3
1441,Spule003_Image0482.jpg,0,0,0,0,3
1442,Spule003_Image0483.jpg,1,0,1,0,3
1443,Spule003_Image0484.jpg,1,0,1,0,3
1444,Spule003_Image0485.jpg,1,0,1,0,3
1445,Spule003_Image0486.jpg,0,0,0,0,3
1446,Spule003_Image0487.jpg,1,0,1,0,3
1447,Spule003_Image0488.jpg,1,0,1,0,3
1448,Spule003_Image0489.jpg,1,0,1,0,3
1449,Spule003_Image0490.jpg,0,0,0,0,3
1450,Spule003_Image0491.jpg,1,0,1,0,3
1451,Spule003_Image0492.jpg,1,0,1,0,3
1452,Spule003_Image0493.jpg,1,0,1,0,3
1453,Spule003_Image0494.jpg,0,0,0,0,3
1454,Spule003_Image0495.jpg,1,0,1,0,3
1455,Spule003_Image0496.jpg,1,0,1,0,3
1456,Spule003_Image0497.jpg,1,0,1,0,3
1457,Spule003_Image0498.jpg,0,0,0,0,3
1458,Spule003_Image0499.jpg,1,0,1,0,3
1459,Spule003_Image0500.jpg,1,0,1,0,3
1460,Spule003_Image0501.jpg,1,0,1,0,3
1461,Spule003_Image0502.jpg,0,0,0,0,3
1462,Spule003_Image0503.jpg,1,0,1,0,3
1463,Spule003_Image0504.jpg,1,0,1,0,3
1464,Spule003_Image0505.jpg,1,0,1,0,3
1465,Spule003_Image0506.jpg,0,0,0,0,3
1466,Spule003_Image0507.jpg,1,0,1,0,3
1467,Spule003_Image0508.jpg,1,0,1,0,3
1468,Spule003_Image0509.jpg,1,0,1,0,3
1469,Spule003_Image0510.jpg,0,0,0,0,3
1470,Spule003_Image0511.jpg,1,0,1,0,3
1471,Spule003_Image0512.jpg,1,0,1,0,3
1472,Spule003_Image0513.jpg,1,0,1,0,3
1473,Spule003_Image0514.jpg,0,0,0,0,3
1474,Spule003_Image0515.jpg,1,0,1,0,3
1475,Spule003_Image0516.jpg,1,0,1,0,3
